org_id	org_name
banq	banq
barre-3	barrett xplore inc
bc-84	bell canada nhs
bcsc-5	blue coat systems (canada) inc.
bellhs	bell/hse
bil-2	business interactive ltd.
bna-3	bosal north america
boldtn	boldtnet, inc.
border-1	borderline technologies
brambl	brambles canada inc.
branks	branksome hall
btg-10	breken technologies group
canad-1	canada fiber inc.
cbc-432	bell mts data centres g.p.
cbc-5	conference board of canada
cc-2930	calligo (canada) inc.
ccl-81	ceridian canada ltd
ccsc-2	compusolv computer systems corporation
cddtdc	centre desjardins de traitement de cartes inc.
cgi-4	cgi
cil-6	it.canada
cint	can inst for native training
cityof-364	city of calgary
cityof-67	city of fredericton
clc-2	canadian labour congress
cmic-5	computer methods international corp.
cognit-2	cognito
cognol	cognologic software inc.
cpa-55	canadian payments association
cryoca-2	cryocath technologies inc
csa-3	canadian standards association
csd-42	cpu services d'ordinateur
csdc-2	commission scolaire des hauts-cantons
csj	city of saint john
csl-389	coeo solutions, llc
csv-13	commission scolaire vallee-des-tisserands
ct-1366	celerity telecom
ctnl-1	ctv television network limited
cwsl-6	cable & wireless st lucia
dc-568	datadrill communications inc.
dds-81	daemon defense systems inc.
dfo-3	department of fisheries and oceans
dillte	dilltech systems
dis-32	docuweb information services inc.
dlgllt	dlgl ltee
dougla-4-z	douglas college
dsa-1	dan stevens & associates
easym	easymanaged
edts	ecole de technologie superieure
eis-5	e-link internet services
ekcc	college of the rockies
epm-8	electronics project management
epsbdn	edmonton public school board, district no. 7
esl-56	evtech solutions ltd
everex	everex systems, inc.
exper-31	expereo usa, inc.
eyc-1	ernst & young canada
fab-1	forest alliance of bc
faneui-1	faneuil ltd.
fcc-299-z	fujitsu consulting (canada) inc.
fis-295	falcon internet services inc.
fondsf	fonds fcar
fronti-2	frontier collegiate
fsight	fsight2
gancan	gan canada
gcc-293-z	glencore canada corporation
gcc-5	gs/x computing corporation
gdbl-1	generic dot business ltd.
ggbs	goodman & goodman, barristers & solicitors
gml-26	groupe maskatel
gogl	google llc
gqgq-z	gouvernement du quebec (government of quebec)
grayso	grayson consulting
groupe-4	groupe mediom inc.
gtechc	igt global solutions corporation
hanson-1	hanson, hashey
hhl-53	haven hosting ltd.
hkcc	h k computer consultants
holcim	holcim (us), inc.
homeh-3	home hardware stores limited
iad-5	international acadmey of design
ifdscl-1	international financial data services (canada) ltd.
igfs	investors group financial services
ilap	internet light and power inc.
ime-1	internet mont-laurier, enr.
ims-9	inquiry management systems
infoly	infolytica corporation
infra-24	infra-solutions inc.
inkg	wtc communications
innuit-2	innuity, inc.
integr-40	integrand systems
intel-195	intellinet
intell-11	intelligent microsystems
interl-20	interlink inc.
intern-23	internet jrv, inc.
ioteki	iotek inc.
ipokei	ipoke internet inc.
isl-5	infostream services ltd.
ismi	inf. sys. mgt. (ism)
iu-64	intrawest ulc
jbl	j.d. barnes limited
jsic	jade simulations international corporation
kamloo	kamloops freenet
kimsas	kimsa services inc
kineti-2	kinetic records
lcs-6	lakefield college school
lhrc	load, human resources canada
living-6	livingston international
lrtl-5	lansdowne rural telephone company ltd
mediah	mediahouse inc.
medius	medius communications inc.
mgs-2	mackenzie gervais s.e.n.c.
mhc-5	maclean hunter communications inc
mie	m.s. informatique enr.
ml-802	zirro
ml-880	messagingdirect ltd.
monico	monicorp inc.
mpic	manitoba public insurance corp.
mrt-19	may ruben technologies inc
nacin-1	connect it networks
nbcccn	new brunswick community college (nbcc)
ncc-22	netway computer consulting
ncl-6	netinterior computerlinks ltd
nicl-1	network integrated communications ltd.
nmr-2	nielsen marketing research
nps-4	northern parallel software company
nrtl-4	nrtc communications
ntl	northerntel limited partnership
opsia	opsia inc.
optelp	optel p.m.l.
org-34822	3482286 canada inc
ost	open system technology
parady	paradynamics inc.
pcp-11	p.t. cakraperdana proniagatama
pcril	prairie crocus rural internet limited
pdc-37	precision drilling corporation
peel	peel memorial hospital
peinet	peinet inc
pelmo	pelmorex communications
person-6	personatech ltd.
pmt-49	procon mining & tunnelling
pn-31	peer 1 network inc.
prodo-4	prodosec inc
ps-422	pulse servers
qacou	qacourier
qdsc-1	quebec inc. dba servlinks communication
qi-8	quebec internet inc
quebe-56	9219-1568 quebec inc.
rcs-22	royal canadian securities
rdbdq	regie du batiment du quebec
regc	cable regina
ren	reseau equiglobe network
risq-1	reseau  d'informations scientifiques du quebec (risq)
rj-2	raymond james
rmc-6	royal military college of canada
ruv	richter, usher & vineberg
sask-z	saskatchewan telecommunications
saskat-1	saskatchewan education
scc-305	server cloud canada inc
scl-8	softworks consulting ltd.
shokte	shoktek consulting
sidbec	sidbec-dosco (ispat) inc.
a2hos	a2 hosting, inc.
aac-51	airbus air canada
accesc	acces-cible inc.
acl-118	aearo canada ltd
albert-1	service alberta
albert-2	alberta newsprint co.
albert-6	alberta supernet
amsc-1	alberta municipal saftey codes
arende	arendeeco inc.
arrcmcl	advanced radiodata research centre, motorola canada l
as-2147	atbos software inc
asc-58	aktiv software corporation
au-734-z	apex utilities inc.
bankof-7	bank of montreal
bbv	bva buena vista
bc-71	backland communications inc.
bcn	bell canada (nubell)
bellc-4	bell canada
brewer	brewer's retail, inc.
brocku	brock university
bssm-1	bell sygma systems management
busine-26	business world
c3al	canada 3000 airlines limited
canad-112	12393239 canada inc
canad-30	megavelocity inc.
canpa	canpar
carous	carousel ltd.
carton	cartons st-laurent inc
cc-1150	caithness corporation
ccb-6	the corporation of the city of barrie
ccgl	cumberland computer group ltd
ccl-534	centurylink communications, llc
ccml-38	canad corporation of manitoba limited
cdridq	centre de recherche industrielle du quebec (criq)
ce-192	corus entertainment inc
cgtm	cgi gis telecom mdc
chs-11	crofton house school
cidm-1	concepts in data management
cjl-1	college jean-guy leboeuf
cmec	council of ministers of education, canada
cnb-1	city of north bay
cnb-4	connect nb branche inc.
cobou	cobourg networks inc.
colleg-6	college recruiters
coopt	cooptel coop de telecommunication
cosset	cossette communication inc.
cp-407	the centos project
crs-149	charles river systems, inc.
css-199	commission scolaire des samares
ctg-110	town of georgina
cudsb	college universitaire de saint boniface
cvcl	nicolanet
cwa	c. w. agencies
cygna-1	cygnal technologies
dc-81	dan crampton
devryi	devry inc.
dfc-32	digital fortress corporation
dgl-85	devry greenhouses
dhdm	d. hodgins data management inc.
djt-2	digitally justified technology inc.
dsbn	district school board of niagara
eh-236	edgar highspeed inc.
elco	elecomm interlink corporation
encan-1	encana corporation
eno-1	educational network of ontario
enviro-5	envirovision 2010
epicga-1	epic games inc.
ergone	ergonet marketing
essfu	simon fraser university - external services
exhib-3	exhibition place
fbcs	f.m. business computing services
fbsl-1	forbes broadcast services, ltd.
fc-1486	fraxion communications inc
fcsl-1	fundy computer services ltd.
fenwic	fenwicke enterprises
fglte	fgltel inc.
flypt	uberflip
fmw	fairhall, moffatt & wood
fsmm	fido stores (metropolis metrotown)
future-5	future technologies
futuri	futur info inc.
games-204	gameservers.com
games-251	gameservers.com
gba	global business alliance inc.
gcrui-1	gcruise.com
genat	genatec, inc.
gisu	geoff's inter-networking solutuions unlimited
googl-1	google llc
gwnsl	g.p.n. wireless network solutions ltd.
hdeltd	hde ltd.
hennin	henning associates
hhes-1	hamilton hydro electric system
hp-29	host papa
hs-506	hosted sfy
huskyo	husky oil
hw	harewaves wireless inc
ibc-3	insurance bureau of canada
ibc-67	insurance bureau of canada
idc-60	industrial digital corp
intac-2	intact financial corporation
integ-214	integral group inc
intern-113	internet microtec
intern-207	internode networks
intern-85	internet trois-rivieres
iosco	iosco
ipml	island paper mills ltd.
iss-5	interlinx support services, inc.
jrh-1	hay-net networks
kanate	kanatek technologies, inc.
kibble	kibble prentice
krame	kramer mazda
latis1	latisys-ashburn, llc
lei-1	local environmental initiatives inc.
lg-180	logan gateway
lgi	linnet graphics international inc.
lgmw	lions gate media works
li-374	lixar
linnet	linnet geomatics
linqco	linq communications
linx	bell canada
liqui-24	liquidnet ltd.
lisi-1	library information services - ism
ln-108	lanka nap
lonetc	lonet communications
mac-2	mining association of canada
mcl-1697	mobile communications, llc
mcs-129	maxim computer system
met-3	mobius encryption technologies
mh-944	machost.co
mig-1	multiple images group inc.
mindg	mindgeek-la
mirwe-2	mirweb solutions
mj-99	mcmaster technical services
mlcel	memory lane computers electronics ltd.
mmc-17	mixed metaphor cafe
mnp-34	market news publishing inc.
mocte-1	moctel
mpi-10	manitoba public insurance
mrnet-1	mrnet
mtss	muschett technical servicesnetwork services
nas-109	naylor association solutions
ncaat	niagara college of applied arts and technology
ncaat-2	northern college of applied arts & technology
news-1	news
novas-7	simplycast interactive marketing ltd.
oasist	oasis technology
obock	obock
oh-111	orthotic holdings
oh-140-z	the ottawa hospital
ol-17	wavedirect telecommunications
ol-202	onewisp
ol-370	ohanacraft, llc
ol-89	objectif lune inc.
olc	ontario lottery corp.
olei	onion lake ecdev isp
omniwe	omniwest solutions inc.
omw	odgen murphy wallace
ontar-34	coextro
openf-1	openface internet
orn	ontario research network
paulpe	paul pereira
pcn-7	pacific cost net inc.
pcswir	pcs wireless, inc.
pgpl	prince george public library
pi-346	pulsar informatique inc.
pifii	2pifi, inc
posit-7	positive e solutions inc.
pr-30	paliare roland
praxai-1	praxair canada
psl-1	polar symmetry limited
qcc-3	qcc communications corporation
qdcl-2	qualico
qts-9	quality technology services, llc
quadr-40	quadranet, inc
rcl-6-z	reuters canada ltd.
rcp-2	regal capital planners
rdn	regional district of nanaimo
rdst	r d s technologies
reconp	recon pvf inc.
redele	red electronics
resea-7	reseau picanoc.net inc.
rfl-31	rg fiber, llc
rrbds	1-800-got-junk
rru-2	royal roads university
sask2	sask#net regional network
scc-14	sunny chiu consulting
sccl-3	sun country cablevision ltd.
scil-17	sunco communication and installation ltd.
sil-242	shadow internet ltd
silc-10	secure internet llc ca
simonr	simon/ross & associates inc
sinome	sinometrics international
smc-67	standard management corp
snc-1	shop network of canada
snd-2	stargate network design
sni-16	six nations internet
snl-95	spyr network ltd
softmo-2	soft moc
sportm	sport maska, inc.
ssd-120	ssq, societe d'assurance-vie inc.
ssl-227	skytrac systems ltd
ssn-2	stop signs for nora
stephe-3	stephen munnings
stm-134	societe de transport de montreal
tcl-6	trw canada ltd
tdb-1	toronto dominion bank
techno-36	technologies optim inc
teloi-2	adaptiv networks inc.
thecit-3	the city of edmonton
thewoo-1	the woodbridge group
tss-5	tsc software services
tssl-35	total server solutions llc
tt-802	traverse telecom inc.
univer-183	university of victoria
univer-279	university of guelph
univer-50	university of alberta
vcc-9	view call canada
vds-2	ville de sherbrooke
verac-1	veracity communications
versat-1	versaterm systems
vexxh	vexxhost, inc.
vhb-6	vanasse hangen brustlin, inc.
videow	videoway
vserve	vservers, inc.
vsl	votek systems ltd.
vsl-5	virtual servers, llc
wat-3	west africa technologies
wdie	wedix
wdn-8	wednet
wel	western explosives ltd.
weldc-1	weldco beales
wfi-24	releasepoint
wtcw	woodbine truck centre wcl
aabcl	abc allen business communications ltd
aaecd	alberta advanced education & career development
aanls	alis at nassau library system
abltd-1	hostedincanada.com
acl-173	axia connect limited
adg-3	architects design group inc.
aesl-56	act equipment sales ltd
ah-54	astute hosting inc.
alber-69	alberta health services
albert-8	alberta health
algoma-1	algoma experts
aloja	alojandoargentina
aml-200-z	agf management limited
arioh	ario hosts
aw-392	avetria wireless
awinte	a&w internet inc.
bandw-406	bandcon
bc-70	backland communications inc.
bceinc	bce inc.
bcte	bctac engineering
bella-22	bell aliant / dial
blink-3	blink communications/ branddimesnions inc
bluti	blutique
bna-34	bell nexxia (asf)
brand-47	brandimensions inc.
brl-4	bc rail ltd.
broad-85	broad-connect telecom inc.
bussi	bussiness objects
ca-1519	cegep andre-laurendeau
cad-2	cable axion digitel inc.
canad-100	entirelydigital
canad-109	cargo telecom
carti-1	cologlobal
cbi-25	computer and business integrators inc.
cc-6	corridor communications, inc.
ccns-11	chebucto community net society
cdwv	corporation of district of west vancouver
cecre	cecrevier
ceesg	callnet enterprises - engineering services group
ceiss	ceiss
cfl-2	csp foods ltd
cikte	cik telecom inc
cil-214	celestica international lp
ciph	cipherkey exchange corp.
cityo-53	city of brampton
ciw-1	caught in the web
cloud-43	cloudwifi
cloud-69	cloudvpn inc.
clsm	colosseum online, inc.
cnc-2	college of new caledonia
conne-44	connexon telecom
copern-4	copernic technologies inc
crcsd-1	cedar rapids community school district
crdh	capital regional district health
cslsl	csra state and local solutions llc
ctc-11	canadian tire corporation, ltd
cucm-1	credit union central of manitoba
cwe-34	commander warehosue equipment
cyber-23	cybernet communications inc.
dals	dynix automated library systems inc.
del	develcon electronics ltd.
dfait-1	dept. foreign affairs and international trade
dfd	digital fix development
dhdat	dh datacentres inc.
digita-7	digital science inc.
doubl-24	double f & company ltd
dtc-4	the desktop training centre
earthp	earthprobe, inc.
ecomin	e-com inc
equist	equist, inc.
ericss-1	ericsson communications inc.
escl	electrozad supply co. ltd.
etc-4	expert technology corporation
ews-31	epidrive webhosting solutions
fcc-2	farm credit canada
fcs-3	fundy computer services
fdcse-20	fdcservers.net
fhm	foodservice and hospitality magazine
fqcl	franklin quest canada, ltd.
frcn	free range cloud netherlands
gatema	gateman-milloy inc.
gdt-3	galleon distributed techonologies
git-20	iweb technologies inc.
govtof	govt. of canada
granda	grand associates
group-42	groupe van houtte
gsgl	genii solution group ltd.
gvc-1	garden valley collegiate
hayesd	hayes dana inc
health-8	healthvision corporation
hollan-1	holland college
hookc-1	hook communications inc.
hrcc-1	hamilton regional cancer centre
hudso	hudson's bay company
humber-1	humber college
hvc-3	hivelocity, inc.
hydro-9	hydro one inc.
ideale-2	ideal ennovations, inc.
inetl	i-net link wireless
infora-1	inforamp inc.
inform-38	information london
ins-37	interhop networking services inc
intui-73	intuit inc.
invesc-1-z	invesco group services, inc.
ioca	internex online inc.
ippdm	institut philippe pinel de montreal
irist	iristel inc
iwaret	iware technology inc.
jansse	janssen pharmaceuticals, inc.
jcii	jc international inc.
kaloo	kaloom
khp	kids help phone
krax	korax inc.
kt-439	keepit a/s
laidla	laidlaw inc.
lcdvmdq	la commission des valeurs mobilieres du quebec
lexico-1-z	lexicom ltd.
lgim	le groupe informatique mei inc.
lhsc	london health sciences centre
li-200	laborers international
lis-7	ler information systems inc.
lmsoft	lmsoft
lrfc	lakehead regional family center
lrsd-1	louis riel school division
ma-306	crocweb
mcaat	mohawk college of applied arts and technology
mcclel	mcclelland and stewart
mce	media cannibals ent. inc.
mckins	mckinsey & company, inc.
mcul-5	meridian credit union limited
mdbdm	musee des beaux-arts de montreal
menta-2	mental health centre penetanguishene
mentor-1	mentor training
met-1	government of manitoba
metac-5	meta centre
mhc-10	medicine hat college
micfo-4	micfo-ca
mitsub-9	mitsubishi canada
msft	microsoft corporation
nbccc	new brunswick community colleges - committee
nblc	anbl
ne-226	norstar enterprises inc
neptun-9	neptune internet
netpo-1	netportation llc
nins-1	allcore communications inc.
nlic	noble lion investments corp.
nnsg	nsg network software group, inc.
ns-348	nmedia solutions inc
nsc-11	north star communications
ntg-22	sable voice services inc.
ntl-101	nexus technologies, llc
ocls	ocls
ofn-2	ontario first nations
ohino	ottawa-carleton health information network (ochin)
oimul	orbis investment management (u.s.), llc
oisl	ormed information systems ltd
ontin-1	2138617 ont inc.
pdc	paradigm developments corp.
pmt-37	pc mobile tech
pps-110	psav presentation services
proco-15	procom
pwh-6	parcom web hosting
qitx	qitx inc.
qwest-28	qwest corporation
ravan	ravand cybertech inc.
rbl-1	rice brydone limited
rcc-194	rogers communications canada inc.
recher	recherches miranda inc.
rigst-1	rigstar communications inc.
rural-20	rurallynx inc
rw-27	rionet wireless inc.
sac-4	st. andrew's college
sask	saskatchewan telecommunications
savpl	savplus inc.
schola	scholars.com
scl-16	shell canada ltd.
scma	shumka craig & moore adjusters
scu-3	steinbach credit union
sd-5	single digits, inc.
seasi-12	seaside communications, inc.
shawc	shaw communications inc.
sklent	skl enterprises
sm-1015	server mania inc
sm-1015	server mania inc
socomt-1	socom technologies inc.
solcor	solcorp
sounds	xunil corporation
ssoc	shl systemhouse/ottawa outsourcing centre
staple	staples, inc
stc-8	software technology center
swcb	saskatchewan workers compensation board
tatac-30	tata communications
tc-2230	txio corporation
tdc-34	toronto datacomm & cables inc.
tdc-70	triton digital
teleco-4	telecom canada
theint-4	the internet companion
to-16	think on, inc.
tol-10	telecom ottawa limited
tpn-22	terago ptp networks inc.
trans-548	transcontinental plm inc
trave-26	travel superstore inc
tss-9	thornhill secondary school
ttc-44	taylor telephone cooperative, inc.
twc-5	time warner canada
txbase	txbase systems inc.
unnoi	unno
upei-z	university of prince edward island
urbn	urban communications, inc.
vanier	vanier college
vcc-52	vancouver community college
vces	visisolve consulting and educational services
voxil-10	voxility-am
vtlip	videotron telecom ltee
wbm	western business machines
wcrcsb	wellington catholic district school board
wis-5	westech information systems inc.
wisl	whistler networks
worldc	world chat
wsl-121	wt squared llc
wt-86	wtc communications
xplor	xplornet limited
zscal	zscaler, inc.
scs-75	sun computer systems
sde	government of saskatchewan
server-17	serverbeach
sgmlop	sgml open
shlsys-3	shl systemhouse incorporated
sirstjl-1	solar internet repairs sir tech jamaica
skyca-3	fastly
sn-312	spliced networks inc.
sna-8	sony north america
solow	solowave investments
srdmm	sram
ssc-51	sierra systems consultants, inc.
ssg-5	stellar systems group
ssha	ontario health
ssl-208	syntax systems limited
ssung	samsung sdsa us network group
strikm	stikeman elliott
sunny-14	sunnybrook health sciences centre
synops	synopsys inc.
system-19	systemware inc.
takas	takashi umezaki
tcgcl	thomas cook group ( canada ) ltd.
tcs-124	teledata cable systems
techno-40	technologies m4 inc.
tecsys-1	tecsys inc.
telege	telegescom
terraf	terraffirmative
theint-5	the internet centre
themic-1	the micro solution inc.
thepro-8	the proteus group
thunde-9	thundertel llc
tinet-1	tinet
tisl-3	tyco integrated security llc
toron-2	toronto internet exchange community
trby	tera-byte dot com inc.
trentu-z	trent university
trm-13	total resource managment, inc
trsi	trsi
tssl-13	total server solutions l.l.c.
ttc-3	tjs training centers
twt-8	tranzeo wireless technologies
univer-122	university of manitoba
us-375	ubisoft (singapore)
vi-136	voyageur internet inc
virtu-34	virtual solutions
vis-3	varnet information systems inc
wardro	wardrop engineering
wbl-18	wholesale bandwidth ltd.
wcl-4	the woodbridge company limited
wem-1	original wempi, inc.
wis-2	wimsey information service
wl-718	wirecat llc
wlc-12	wood lake cable
wrs-7-z	wind river systems, inc.
yrdsb	york region district school board
4ml	4119909 manitoba ltd
aaisl	ais advanced information systems ltd.
aasll	asl analytical service laboratories ltd.
ael-356	ae hosting
aires-862	airespring, inc.
akamai-6	akamai
amana-1	amanah tech inc.
an-327	accedian networks inc.
arenac	arena communications
azoog	azoogle ads inc
bayco-3	bayconet, inc.
bbc-8	bethany bible college
bcsl	bowest computer systems ltd.
bdlh	bruce de leenheer holdings
bellca-1	bell canada
bgnlc	northern lakes college
bil-64	bigbox infosoft llp
biowar	bioware corp.
bombar-6	bombardier incorporated
brck	brickworks communications inc.
btame-128	bt americas
btd-19	braveway toronto dc
busin-6	businet communications
bws-6	bmm/infotree web solutions
caaque	automobile et touring club du quebec (a.t.c.q.)
cakem-1	cakemail inc.
canac	canaca-com inc.
canad-60	hybrid cloud gateway canada
canad-75	dotto-one inc
canad-87-z	navigata communications limited
canadi-1	canadian marconi company
cas-271	courts administrative service
casd	consortium for administrative systems development
caval-11	cavalia inc
cca-4	canadian centre for architecture
ccai	computer consulting associates international
ccine-6	ccinetwork.ca inc.
ccl-43	wolters kluwer canadian limited
ccs-11	canadian cancer society
cd-808	city of delta
cdcdq	centre des congres de quebec
cdcimg	centre d'acces communautaire internet de mont-louis et gros-morne
celes-3	celestial freight
cenosi	cenosis
cgimed-1	cgi media
cgp-1	the city of grande prairie
champl-4	champlain college
cibcse	cibc securities, inc.
cis-20	cyberstuph internet services
citt-1	canadian international trade tribunal
cityof-83	city of surrey
cjl	college jean-guy leboeuf inc.
cl-1167	copyseis ltd.
cme-2	communications multimedia enter-net
cnc-132	comm100
cnti	citenet telecom inc.
cois	cyberspace online information systems
comdev	com dev ltd.
compug-2	compugen systems
comspe	comspec communications
cosl-2	continuum online services ltd.
cprosts	center for policy research on science and technology (sfu)
crdsab	centre regional des services aux bibliotheques
csacdv	commission scolaire au coeur des vallees
css-294	coop de solidarite du suroit-csur
cw-727	cloud wiz inc
cwm-12	cibc world markets
davgro	davgro corporation
dawson	dawson college
dcs-5	debug computer services
deale-18	dealertrack, inc.
demons	demon systems
dems-5	direct energy - managed sharepoint 2007
discov-41	discovery solutions
dm-357	optionsdsl
dmn-2	digital media networks inc.
dpl-126	digital products limited
drias-2	driasi inc
edc-6	everyware development corp.
edtel	ed tel
egsc-3	the exchange global server center
eicont	eicon technology
ekkum	ekkum inc
electr-5	electro sonic inc.
equant-1	orange business services u.s., inc.
es-1148	ehealth saskatchewan
eslac	dxc us latin america corporation
exfoi	exfo inc.
fl-527	fiber logic inc.
frf-27	fbw reseaux fibres inc.
gcaat-2	georgian college of applied arts and technology
giroen-z	giro enterprises inc.
gpfsmdg	groupe promutuel
gridli	gridlink
gsc-58	government of saskatchewan communitynet
gtd-14	groupe technologies desjardins inc.
hibite	hibitek
hr-63	harris rebar
hrps-1	halton regional police service
hss-116	hostflyte server solutions
hw-23	hybrid wireless inc
idc-103	i.c.e datacenters
imetr	imetrik global inc
indi-1	integrated network of disability information and
inform-43	informatique publiweb inc.
inl-46	rock island communications
innsy	innsys incorporated
intel-406	intellihot
intern-18	internet services
jc-744	solufi
jlinte	jl international
knc-9	knowledge network corporation
kochic	kochica communications, inc.
kpc-23	heavy computing
landma-50	landmark homes
lbkinc	lbk inc.
lc-1176	limewave communications inc.
liqui-21	liquidnet ltd.
lnh	hostmysite
lr-218	lion resources, inc
majors	major systems
maplen-1	maplenet technologies inc.
markm-2	mark messcu
mc-3250	m2m communicators inc
mc-647	start communications
mc-733	mailchannels corporation
mdtdq	ministere des transports du quebec
microm-6	micro-matic
misi-1	mallorn information systems innovators
mwhv	reenigne
nabcs	taylor college and seminary
ncaat-1	niagara college of applied arts & technology
ncste-z	ncs technologies
netad-3	netadmins inc
netres-1	net results
nftcl	the north frontenac telephone corporation limited
nirote	niro technologie
nis-76	nexus internet solutions inc
nl-407	netspeed llc
nnc-5	nebulus network control
nncl-1	nor net communications ltd
nobel-59	nobeltel llc
npiec	niagara peninsula industry education council
nslaad	nirve sports ltd. attn: accounting dept
nsms	north saanich middle school
nwsd	new westminster school district
object-3	objective edge, inc.
oconn-12	oconnor associates
oh-207	oath holdings inc.
ont-1	ontario northland telecom
ops-60	oshawa puc services inc
optimi-1	optimisation-bureautique inc.
pc-2082	pangeo corp
peo-1	professional engineers of ontario
periph-1	peripheral express inc.
phlcnbl	plant hope laurence claims new brunswick ltd.
pibscf	peer1 internet bandwidth & server co-location facilities
picc-1	prudential insurance company of canada
pmtvid	pmt video inc.
potl	pro omnis telecommunication ltd.
presci	prescient international, inc.
psic	psinet ltd. (canada)
pt-397	pureflow technologies
quadra-4	quadravision communications, inc
rc-700	rotary corporation
rcl-7	r.a.parson consulting ltd.
rgdcom	rgd communications inc.
rkn	koumbit
rpc-6	reform party of canada
sacat	saca technologies, inc.
sasken	saskenergy inc.
scinet	scinet communications
scompi	scompitech inc.
scotta-2	scott & aylen
scs-14	spydernet communications systems inc.
scti	strathcona career training institute
sd4	school district #42
sd5	school district 57
senton	senton printing
silico-6	silicon systems, inc.
softgu	softguard inc.
softwa-49	software metrics inc.
sol-27	hostroyale llc
spectr-8	spectranet
speed-70	speedyrails
spxhs	st. pius x high school
srcl	smoky river coal, ltd.
stu-1	st. thomas university
subsc-4	subscribercentral canada inc.
swd-26	swd
tbay	tbaytel
teliz	telizon inc.
terrap	terraport online inc.
theele	the electric mail company
thesta-12	the starbright foundation
thp-14	trillium health partners
times-2	timesway network
tmsmar	tms marketing inc.
tnc-51	technology north corporation
total-65	totalconnect telephone company
udm-10	universite de moncton
udqm-1	universite du quebec a montreal
vec-49	vsnl enterprise colo
vhgs	virtual hosting group servers
vho-1	virgin home ontario
vvit	v.i.t. voyages intair transit inc.
wanted-2	wanted technologies
wavesp-1	wavesplitter/applied fiber
wic-37	west ip communications
wlnlia	webnet - lunetterie new look internationale (anjou)
wowtec-1	wowrack.com
wright	wright's r&d
wsl-9	white spot ltd.
wwtc	working world training centre
zc-80	buzzmax.ca
zoici	zoic studios
365294	365294 alberta incorporated
3cio2	3757277 canada inc. (oa 295.ca)
acl-103	rackco.com
act-5	alliance commerciale technologique
adobes-z	adobe systems inc.
ag-488	arris group, inc
aim	ashnola internet management inc.
al-770	yyc net lab
albedo	albedo net
alcul	air link networks
alkogr	alko graphics
anders-6	andersen consulting
applec-1-z	apple inc.
arctu-1	arcturus networks inc.
ascl-1	alcan smelters and chemicals ltd.
atsi-21	acuity technology solutions in
awc-2	alec wilson coldstream
axones	axones telecommunications inc.
aztecc	aztec computer inc.
bc	bcnet
bcawhis	bell canada atlantic wireless home internet service
bds-8	blackwood data system inc.
bestse	bestseller inc.
bi-117	behaviour interactive inc.
bia-2	bac inc. (anx)
bibli-3	bibliocommons inc tor2-04-4.3/08.4.2(1) (get number)
big-4	buzz image groupe inc.
binary-5	binary ink incorporated
blon	672615 b.c. ltd (o/a netaholic
bmd-1	bare metal designs
bpc-7	birchmount park collegiate
bpl-13	brampton public library
bt-199	belair technologies
c1f	cibl 101.5 fm
cblv	cablevision du nord de quebec inc.
cc-10	commstream communications inc
cc-1288	canhui chen
cc-928	cloud a
ccl-38	ciba canada limited
ccs-199	caledon card services
cdddq	centre de detention de quebec
cdredp	conference des recteurs et des principaux
cellot	cellotape inc.
centre-1	centre entreprendre
cgi-22	cgi
cheo	children's hospital of eastern ontario
chill-2	chill communications
chrish	chris hawley
ciabe	cinemanow, inc. attention bruce eisen
cibc-1	canadian imperial bank of commerce
ciml-1	continental insurance management ltd.
circoc	circo craft inc.
cjcc-2	canadian jewish congress (cjc)
cl-1277	cloudroute, llc
cn-140	carbon60 networks, inc
commun-96	communication telosysteme inc.
compu-208	computogram inc.
compus-1	compusense, inc.
connec-52	connectability inc.
consys	con-syst-int engineering
cormar	cormark communications inc.
courde	courdeau-procinbec inc.
cpc	canada post corp.
cpol	creative people on line
cpuser	cpu service d'ordinateur inc.
cspr	caspar computer services inc.
ct-931	centurylink technology
cummin	cummins engine co.
cwb-4	canadian wheat board
dc-835	dnsnetworks corporation
dcwa	d c wilson associates
del-37	digital extremes ltd
dimona	dimona aircraft co.
distri-1	distribution parent
dreaml	dreamlan network consulting ltd.
dto-1	data tech online
dunnyi	dunny inc.
edo	export development organization
egat	e-gate communications inc.
eidq	eller industries, dba qenex
emsb	english montreal school board
expres	express scripts incorporated
faltec	faltec inc.
famici	famic inc
faxfx	fax/fx
fdcse-8	fdcservers.net
finsec	finsec services inc.
fiq	formation internet quebec inc.
frl-1	feed rite ltd.
fttcne	fttcnet canada
fwcu	first west credit union
galax-15	galaxy multimedia corp
gatesc	gates canada inc
ges-8	gas equipment supplies
glel	glenayre electronics ltd.
globa-311	globalive wireless management corp. engineering department
gover-8	government of saskatchewan
gtn	global television network
gws-84	gervais web solutions inc.
hcc-6	hardware canada computing
hho	hps, head office
hnl-76	hfl networks llc
honda-3	honda canada inc.
hsc-180	heymman servers corporation
icaxon	i.c. axon
icgrou	ic group
idta	institut de technologie agro-alimentaire
iisd-2	iisd
inter-121	interface technologies, inc.
intera-71	interact multimedia, inc.
interc-11	interconnet
intern-34	internet canada incorporated
intern-40	internet montreal
ips-6	internet portal service
is-369	internet security
isn-1	island services network
isotr-1	isotropic networks, inc.
itncor	itn corporation
itrac	itracmedia inc.
ki-254	knox industries inc
krfscl	kaufman rossin fund services (cayman), ltd
kt-24	kal tire
ldpa	l'union des producteurs agricoles
legend-8	legend corp
leitch	leitch technology inc.
lg-28	lg2
